Feature,MI_Score
F114,0.0018006774516297064
F1606,0.0017986495844880546
F2040,0.0017960291783601923
F2481,0.0017916095761173478
F3859,0.0017898551339742275
F799,0.001789317386658773
F294,0.0017892898711996397
F499,0.0017888135712438302
F3578,0.0017879917285696934
F3890,0.0017834949102238928
F3371,0.0017827667980849782
F1872,0.0017821996899470838
F601,0.0017793484177657248
F3352,0.0017791565033551393
F3775,0.0017789308029608764
F3228,0.001778492838821144
F428,0.0017757176643492523
F2340,0.001770656823783634
F1322,0.0017680334147641696
F3174,0.001767235432156733
F201,0.0017653338831317145
F3333,0.0017635270441785922
F3388,0.001763255434872768
F1748,0.001761373511190989
F3243,0.0017602316473868118
F3465,0.0017598704080044048
F2958,0.001759804787011543
F125,0.0017592031107346306
F1186,0.001753883103305598
F2725,0.0017534014845008716
F3166,0.0017521959640161011
F3756,0.0017520393356100783
F1189,0.0017507252061871315
F57,0.0017500393735360165
F259,0.0017496654717213955
F3248,0.0017485673439080474
F1865,0.0017464750151819919
F1646,0.0017458502373663976
F370,0.0017453967762164346
F1925,0.0017443738645298579
F3421,0.001743495753726676
F3842,0.0017404739448114714
F3317,0.0017396258084669824
F3255,0.0017395095669089367
F3648,0.0017394793559488697
F1681,0.0017358091003885079
F2842,0.0017354444503312472
F2736,0.0017335612142822532
F133,0.001732849925742852
F3735,0.0017315110786124688
F3476,0.001731220766968522
F753,0.0017303705735050023
F2957,0.0017302698349941359
F3267,0.001728777384665925
F558,0.0017284992890209683
F3784,0.001727876634036063
F1488,0.0017257269837993583
F411,0.0017240932415949484
F1851,0.0017208118910314596
F333,0.0017180061929478185
F1306,0.0017138086896039129
F2587,0.001713560802036107
F1325,0.0017118977612019526
F661,0.0017067129145341697
F3607,0.001706423556616321
F3297,0.0017063678385274006
F3536,0.0017036937969017174
F1930,0.0017034093529650907
F3459,0.0017019493007774944
F1525,0.0017008677910430592
F1209,0.0017005305519246505
F878,0.001697951360310479
F3711,0.0016970830576313878
F1303,0.0016965356479441418
F3142,0.0016952194880170968
F1962,0.0016946955541800035
F1542,0.0016945977966114079
F3485,0.0016939829914444093
F1251,0.0016933910270106045
F1486,0.0016932612155495796
F3256,0.001693196599521385
F3214,0.0016920661570717366
F234,0.0016915211031758304
